X Y Z mgl vp cluster_5 cluster_6 cluster_6homog cluster_7
164168.609375 2322029.750000 21.955694 286.303345 815.599976 1.000000 1.000000 2.000000 1.000000
164167.265625 2322039.250000 21.955694 285.315552 620.483643 1.000000 1.000000 2.000000 1.000000
164166.984375 2322041.750000 21.955694 278.080872 597.395447 1.000000 1.000000 2.000000 1.000000
164167.187500 2322039.750000 21.955694 276.179108 613.070984 1.000000 1.000000 2.000000 1.000000
164167.046875 2322041.000000 21.955694 265.832306 606.639038 1.000000 1.000000 2.000000 1.000000
164167.125000 2322040.500000 21.955694 246.252853 609.298462 1.000000 1.000000 2.000000 1.000000
164165.453125 2322052.500000 21.349617 383.823090 450.297241 1.000000 1.000000 2.000000 1.000000
164165.546875 2322051.750000 21.349617 380.371704 461.347565 1.000000 1.000000 2.000000 1.000000
164165.343750 2322053.000000 21.349617 379.751221 447.981171 1.000000 1.000000 2.000000 1.000000
164163.796875 2322064.500000 21.349617 379.331970 460.308716 1.000000 1.000000 2.000000 1.000000
164165.656250 2322051.250000 21.349617 376.920349 470.091309 1.000000 1.000000 2.000000 1.000000
164163.890625 2322063.750000 21.349617 376.300537 457.994843 1.000000 1.000000 2.000000 1.000000
164165.250000 2322053.750000 21.349617 375.211548 456.223969 1.000000 1.000000 2.000000 1.000000
164165.156250 2322054.250000 21.349617 373.823242 464.034668 1.000000 1.000000 2.000000 1.000000
164165.750000 2322050.500000 21.349617 373.468964 472.988037 1.000000 1.000000 2.000000 1.000000
164165.062500 2322055.000000 21.349617 372.483582 463.542633 1.000000 1.000000 2.000000 1.000000
164163.953125 2322063.250000 21.349617 372.322937 459.607422 1.000000 1.000000 2.000000 1.000000
164164.968750 2322055.500000 21.349617 371.143890 459.176758 1.000000 1.000000 2.000000 1.000000
164165.843750 2322050.000000 21.349617 370.017609 479.003143 1.000000 1.000000 2.000000 1.000000
164164.875000 2322056.000000 21.349617 369.804230 462.409485 1.000000 1.000000 2.000000 1.000000
164164.781250 2322056.750000 21.349617 368.464539 473.672638 1.000000 1.000000 2.000000 1.000000
164164.015625 2322062.500000 21.349617 368.345337 470.601349 1.000000 1.000000 2.000000 1.000000
164164.687500 2322057.250000 21.349617 367.124878 484.124146 1.000000 1.000000 2.000000 1.000000
164165.953125 2322049.500000 21.349617 366.566223 495.714111 1.000000 1.000000 2.000000 1.000000
164164.406250 2322059.000000 21.349617 365.956146 485.039032 1.000000 1.000000 2.000000 1.000000
164164.593750 2322057.750000 21.349617 365.785187 487.313568 1.000000 1.000000 2.000000 1.000000
164164.500000 2322058.500000 21.349617 365.653900 484.531586 1.000000 1.000000 2.000000 1.000000
164164.093750 2322062.000000 21.349617 364.367767 484.619781 1.000000 1.000000 2.000000 1.000000
164166.046875 2322048.750000 21.349617 363.382294 518.641663 1.000000 1.000000 2.000000 1.000000
164164.343750 2322059.750000 21.349617 362.125763 489.502777 1.000000 1.000000 2.000000 1.000000
164164.281250 2322060.250000 21.349617 361.089722 494.553070 1.000000 1.000000 2.000000 1.000000
164166.125000 2322048.250000 21.349617 360.807739 537.045166 1.000000 1.000000 2.000000 1.000000
164164.156250 2322061.500000 21.349617 360.390167 494.645782 1.000000 1.000000 2.000000 1.000000
164164.218750 2322060.750000 21.349617 360.053680 497.906067 1.000000 1.000000 2.000000 1.000000
164166.203125 2322047.500000 21.349617 358.233154 550.116638 1.000000 1.000000 2.000000 1.000000
164166.281250 2322047.000000 21.349617 355.658569 565.239197 1.000000 1.000000 2.000000 1.000000
164166.359375 2322046.500000 21.349617 353.083984 586.118958 1.000000 1.000000 2.000000 1.000000
164166.437500 2322045.750000 21.349617 350.509399 608.641846 1.000000 1.000000 2.000000 1.000000
164166.531250 2322045.250000 21.349617 347.934814 625.271179 1.000000 1.000000 2.000000 1.000000
164166.609375 2322044.750000 21.349617 345.360229 636.500122 1.000000 1.000000 2.000000 1.000000
164166.687500 2322044.250000 21.349617 342.807617 647.763672 1.000000 1.000000 2.000000 1.000000
164166.765625 2322043.500000 21.349617 340.674866 661.819763 1.000000 1.000000 2.000000 1.000000
164166.828125 2322043.000000 21.349617 338.542114 676.744446 1.000000 1.000000 2.000000 1.000000
164167.765625 2322035.750000 21.349617 334.244904 770.260742 1.000000 1.000000 2.000000 1.000000
164167.687500 2322036.250000 21.349617 326.009674 761.009094 1.000000 1.000000 2.000000 1.000000
164167.593750 2322036.750000 21.349617 317.774445 752.494873 1.000000 1.000000 2.000000 1.000000
164167.515625 2322037.500000 21.349617 309.539246 745.250916 1.000000 1.000000 2.000000 1.000000
164167.437500 2322038.000000 21.349617 301.304016 739.103699 1.000000 1.000000 2.000000 1.000000
164167.343750 2322038.750000 21.349617 299.594330 734.080078 1.000000 1.000000 2.000000 1.000000
164167.265625 2322039.250000 21.349617 297.784973 728.824097 1.000000 1.000000 2.000000 1.000000
164166.906250 2322042.250000 21.349617 297.000275 688.388367 1.000000 1.000000 2.000000 1.000000
164168.015625 2322034.000000 21.349617 284.176727 806.439026 1.000000 1.000000 2.000000 1.000000
164166.984375 2322041.750000 21.349617 284.162445 696.201355 1.000000 1.000000 2.000000 1.000000
164167.937500 2322034.500000 21.349617 284.033234 793.151428 1.000000 1.000000 2.000000 1.000000
164168.109375 2322033.250000 21.349617 283.631470 821.018494 1.000000 1.000000 2.000000 1.000000
164168.187500 2322032.750000 21.349617 283.086182 837.549072 1.000000 1.000000 2.000000 1.000000
164167.843750 2322035.000000 21.349617 283.083923 780.771057 1.000000 1.000000 2.000000 1.000000
164168.281250 2322032.000000 21.349617 282.540924 855.010986 1.000000 1.000000 2.000000 1.000000
164168.359375 2322031.500000 21.349617 281.995636 871.894226 1.000000 1.000000 2.000000 1.000000
164168.437500 2322031.000000 21.349617 281.450348 887.667297 1.000000 1.000000 2.000000 1.000000
164168.531250 2322030.250000 21.349617 280.905090 903.344055 1.000000 1.000000 2.000000 1.000000
164168.609375 2322029.750000 21.349617 280.359802 921.591187 1.000000 1.000000 2.000000 1.000000
164167.187500 2322039.750000 21.349617 275.960876 721.106750 1.000000 1.000000 2.000000 1.000000
164167.046875 2322041.000000 21.349617 253.340744 703.547852 1.000000 1.000000 2.000000 1.000000
164167.125000 2322040.500000 21.349617 241.457123 711.966553 1.000000 1.000000 2.000000 1.000000
164162.750000 2322071.500000 20.743540 397.693939 481.178375 1.000000 1.000000 2.000000 1.000000
164165.546875 2322051.750000 20.743540 381.933411 518.909302 1.000000 1.000000 2.000000 1.000000
164165.656250 2322051.250000 20.743540 380.490967 525.165649 1.000000 1.000000 2.000000 1.000000
164165.750000 2322050.500000 20.743540 377.039612 536.881775 1.000000 1.000000 2.000000 1.000000
164165.453125 2322052.500000 20.743540 376.279724 517.626099 1.000000 1.000000 2.000000 1.000000
164165.843750 2322050.000000 20.743540 373.588226 551.858826 1.000000 1.000000 2.000000 1.000000
164162.828125 2322071.000000 20.743540 370.995056 489.554077 1.000000 1.000000 2.000000 1.000000
164165.343750 2322053.000000 20.743540 370.626038 519.048340 1.000000 1.000000 2.000000 1.000000
164165.953125 2322049.500000 20.743540 370.136841 567.186951 1.000000 1.000000 2.000000 1.000000
164166.046875 2322048.750000 20.743540 366.952942 584.326660 1.000000 1.000000 2.000000 1.000000
164165.250000 2322053.750000 20.743540 366.086365 519.100525 1.000000 1.000000 2.000000 1.000000
164165.156250 2322054.250000 20.743540 364.698059 519.579285 1.000000 1.000000 2.000000 1.000000
164166.125000 2322048.250000 20.743540 364.378357 604.163330 1.000000 1.000000 2.000000 1.000000
164165.062500 2322055.000000 20.743540 363.358398 524.562805 1.000000 1.000000 2.000000 1.000000
164164.968750 2322055.500000 20.743540 362.018707 533.954773 1.000000 1.000000 2.000000 1.000000
164166.203125 2322047.500000 20.743540 361.803772 626.941711 1.000000 1.000000 2.000000 1.000000
164164.875000 2322056.000000 20.743540 360.679047 542.844421 1.000000 1.000000 2.000000 1.000000
164164.781250 2322056.750000 20.743540 359.339355 546.863220 1.000000 1.000000 2.000000 1.000000
164166.281250 2322047.000000 20.743540 359.229187 651.042603 1.000000 1.000000 2.000000 1.000000
164164.687500 2322057.250000 20.743540 357.999695 548.423462 1.000000 1.000000 2.000000 1.000000
164164.406250 2322059.000000 20.743540 356.830963 568.182739 1.000000 1.000000 2.000000 1.000000
164164.593750 2322057.750000 20.743540 356.660004 552.849854 1.000000 1.000000 2.000000 1.000000
164166.359375 2322046.500000 20.743540 356.654602 672.992554 1.000000 1.000000 2.000000 1.000000
164164.500000 2322058.500000 20.743540 356.528717 561.303406 1.000000 1.000000 2.000000 1.000000
164166.437500 2322045.750000 20.743540 354.080017 692.888489 1.000000 1.000000 2.000000 1.000000
164164.343750 2322059.750000 20.743540 353.000580 569.192749 1.000000 1.000000 2.000000 1.000000
164164.281250 2322060.250000 20.743540 351.964539 566.199524 1.000000 1.000000 2.000000 1.000000
164166.531250 2322045.250000 20.743540 351.505432 712.053467 1.000000 1.000000 2.000000 1.000000
164164.218750 2322060.750000 20.743540 350.928497 560.805237 1.000000 1.000000 2.000000 1.000000
164162.906250 2322070.250000 20.743540 350.487915 495.801544 1.000000 1.000000 2.000000 1.000000
164164.156250 2322061.500000 20.743540 349.892426 554.806213 1.000000 1.000000 2.000000 1.000000
164166.609375 2322044.750000 20.743540 348.930847 731.086670 1.000000 1.000000 2.000000 1.000000
164164.093750 2322062.000000 20.743540 348.856384 550.951904 1.000000 1.000000 2.000000 1.000000
164164.015625 2322062.500000 20.743540 347.820343 548.462280 1.000000 1.000000 2.000000 1.000000
164163.953125 2322063.250000 20.743540 346.784271 543.580872 1.000000 1.000000 2.000000 1.000000
164167.765625 2322035.750000 20.743540 346.714325 890.971436 1.000000 1.000000 2.000000 1.000000
164166.687500 2322044.250000 20.743540 346.378235 749.468506 1.000000 1.000000 2.000000 1.000000
164163.000000 2322069.750000 20.743540 345.954834 498.866730 1.000000 1.000000 2.000000 1.000000
164163.890625 2322063.750000 20.743540 345.748230 531.804688 1.000000 1.000000 2.000000 1.000000
164163.796875 2322064.500000 20.743540 344.454224 516.031799 1.000000 1.000000 2.000000 1.000000
164166.765625 2322043.500000 20.743540 344.245483 764.927795 1.000000 1.000000 2.000000 1.000000
164163.718750 2322065.000000 20.743540 343.140533 506.044708 1.000000 1.000000 2.000000 1.000000
164166.828125 2322043.000000 20.743540 342.112732 778.682434 1.000000 1.000000 2.000000 1.000000
164163.625000 2322065.500000 20.743540 341.826813 505.596039 1.000000 1.000000 2.000000 1.000000
164163.078125 2322069.250000 20.743540 341.817474 497.044586 1.000000 1.000000 2.000000 1.000000
164163.531250 2322066.250000 20.743540 340.513123 507.606720 1.000000 1.000000 2.000000 1.000000
164163.437500 2322066.750000 20.743540 339.199432 504.237152 1.000000 1.000000 2.000000 1.000000
164167.687500 2322036.250000 20.743540 338.479095 880.932007 1.000000 1.000000 2.000000 1.000000
164163.343750 2322067.250000 20.743540 337.885712 496.571960 1.000000 1.000000 2.000000 1.000000
164163.171875 2322068.500000 20.743540 337.688232 492.770752 1.000000 1.000000 2.000000 1.000000
164163.265625 2322068.000000 20.743540 336.572021 491.599854 1.000000 1.000000 2.000000 1.000000
164167.593750 2322036.750000 20.743540 330.243866 872.294617 1.000000 1.000000 2.000000 1.000000
164167.515625 2322037.500000 20.743540 322.008667 864.989563 1.000000 1.000000 2.000000 1.000000
164167.437500 2322038.000000 20.743540 313.773438 857.977539 1.000000 1.000000 2.000000 1.000000
164167.343750 2322038.750000 20.743540 312.063751 851.099915 1.000000 1.000000 2.000000 1.000000
164167.265625 2322039.250000 20.743540 310.246399 843.799622 1.000000 1.000000 2.000000 1.000000
164166.906250 2322042.250000 20.743540 287.984131 792.338806 1.000000 1.000000 2.000000 1.000000
164166.984375 2322041.750000 20.743540 287.602051 805.502319 1.000000 1.000000 2.000000 1.000000
164168.015625 2322034.000000 20.743540 278.233215 928.737183 1.000000 1.000000 2.000000 1.000000
164167.937500 2322034.500000 20.743540 278.089722 914.597412 1.000000 1.000000 2.000000 1.000000
164168.109375 2322033.250000 20.743540 277.687927 944.222351 1.000000 1.000000 2.000000 1.000000
164168.187500 2322032.750000 20.743540 277.142670 960.720581 1.000000 1.000000 2.000000 1.000000
164167.843750 2322035.000000 20.743540 277.140381 901.877258 1.000000 1.000000 2.000000 1.000000
164168.281250 2322032.000000 20.743540 276.597382 976.604065 1.000000 1.000000 2.000000 1.000000
164168.359375 2322031.500000 20.743540 276.052124 992.239502 1.000000 1.000000 2.000000 1.000000
164167.187500 2322039.750000 20.743540 275.742645 835.760681 1.000000 1.000000 2.000000 1.000000
164168.437500 2322031.000000 20.743540 275.506836 1008.656067 1.000000 1.000000 2.000000 1.000000
164168.531250 2322030.250000 20.743540 274.961578 1025.814697 1.000000 1.000000 2.000000 1.000000
164168.609375 2322029.750000 20.743540 274.416290 1043.450928 1.000000 1.000000 2.000000 1.000000
164167.125000 2322040.500000 20.743540 241.238892 827.433655 1.000000 1.000000 2.000000 1.000000
164167.046875 2322041.000000 20.743540 240.849167 817.538208 1.000000 1.000000 2.000000 1.000000
164162.031250 2322076.500000 20.137465 395.507874 487.820282 1.000000 1.000000 2.000000 1.000000
164165.750000 2322050.500000 20.137465 380.610229 609.884338 1.000000 1.000000 2.000000 1.000000
164165.656250 2322051.250000 20.137465 378.461884 599.667725 1.000000 1.000000 2.000000 1.000000
164165.843750 2322050.000000 20.137465 377.158844 624.075256 1.000000 1.000000 2.000000 1.000000
164165.953125 2322049.500000 20.137465 373.707489 642.856079 1.000000 1.000000 2.000000 1.000000
164165.546875 2322051.750000 20.137465 372.808228 591.291626 1.000000 1.000000 2.000000 1.000000
164166.046875 2322048.750000 20.137465 370.523560 665.574463 1.000000 1.000000 2.000000 1.000000
164166.125000 2322048.250000 20.137465 367.948975 688.831421 1.000000 1.000000 2.000000 1.000000
164162.125000 2322075.750000 20.137465 367.559784 481.633362 1.000000 1.000000 2.000000 1.000000
164165.453125 2322052.500000 20.137465 367.154541 585.233337 1.000000 1.000000 2.000000 1.000000
164166.203125 2322047.500000 20.137465 365.374390 712.486084 1.000000 1.000000 2.000000 1.000000
164166.281250 2322047.000000 20.137465 362.799835 738.148926 1.000000 1.000000 2.000000 1.000000
164165.343750 2322053.000000 20.137465 361.500854 585.888794 1.000000 1.000000 2.000000 1.000000
164166.359375 2322046.500000 20.137465 360.225250 764.257141 1.000000 1.000000 2.000000 1.000000
164167.765625 2322035.750000 20.137465 359.183746 1015.320984 1.000000 1.000000 2.000000 5.000000
164166.437500 2322045.750000 20.137465 357.650665 789.011597 1.000000 1.000000 2.000000 1.000000
164165.250000 2322053.750000 20.137465 356.961182 591.500610 1.000000 1.000000 2.000000 1.000000
164165.156250 2322054.250000 20.137465 355.572876 598.017456 1.000000 1.000000 2.000000 1.000000
164166.531250 2322045.250000 20.137465 355.076080 811.086670 1.000000 1.000000 2.000000 1.000000
164165.062500 2322055.000000 20.137465 354.233215 603.132019 1.000000 1.000000 2.000000 1.000000
164164.968750 2322055.500000 20.137465 352.893524 608.139343 1.000000 1.000000 2.000000 1.000000
164166.609375 2322044.750000 20.137465 352.501495 831.287170 1.000000 1.000000 2.000000 1.000000
164164.875000 2322056.000000 20.137465 351.553864 616.848511 1.000000 1.000000 2.000000 1.000000
164167.687500 2322036.250000 20.137465 350.948517 1004.780396 1.000000 1.000000 2.000000 5.000000
164164.781250 2322056.750000 20.137465 350.214172 627.131348 1.000000 1.000000 2.000000 1.000000
164166.687500 2322044.250000 20.137465 349.948883 851.710144 1.000000 1.000000 2.000000 1.000000
164164.687500 2322057.250000 20.137465 348.874512 635.794312 1.000000 1.000000 2.000000 1.000000
164166.765625 2322043.500000 20.137465 347.816132 871.768066 1.000000 1.000000 2.000000 1.000000
164164.406250 2322059.000000 20.137465 347.705780 649.780884 1.000000 1.000000 2.000000 1.000000
164164.593750 2322057.750000 20.137465 347.534821 642.246399 1.000000 1.000000 2.000000 1.000000
164164.500000 2322058.500000 20.137465 347.403534 646.640625 1.000000 1.000000 2.000000 1.000000
164166.828125 2322043.000000 20.137465 345.683350 890.303162 1.000000 1.000000 2.000000 1.000000
164164.343750 2322059.750000 20.137465 343.875397 650.554077 1.000000 1.000000 2.000000 1.000000
164164.281250 2322060.250000 20.137465 342.839355 650.006775 1.000000 1.000000 2.000000 1.000000
164167.593750 2322036.750000 20.137465 342.713287 995.347656 1.000000 1.000000 2.000000 1.000000
164164.218750 2322060.750000 20.137465 341.803314 650.058350 1.000000 1.000000 2.000000 1.000000
164164.156250 2322061.500000 20.137465 340.767242 648.370422 1.000000 1.000000 2.000000 1.000000
164164.093750 2322062.000000 20.137465 339.731201 642.399231 1.000000 1.000000 2.000000 1.000000
164162.218750 2322075.250000 20.137465 339.611725 486.566772 1.000000 1.000000 2.000000 1.000000
164164.015625 2322062.500000 20.137465 338.695160 632.331055 1.000000 1.000000 2.000000 1.000000
164163.953125 2322063.250000 20.137465 337.659088 621.908997 1.000000 1.000000 2.000000 1.000000
164163.890625 2322063.750000 20.137465 336.623047 615.020264 1.000000 1.000000 2.000000 1.000000
164163.796875 2322064.500000 20.137465 335.329041 609.795349 1.000000 1.000000 2.000000 1.000000
164167.515625 2322037.500000 20.137465 334.478088 987.763794 1.000000 1.000000 2.000000 1.000000
164163.718750 2322065.000000 20.137465 334.015320 603.096313 1.000000 1.000000 2.000000 1.000000
164163.625000 2322065.500000 20.137465 332.701630 594.303650 1.000000 1.000000 2.000000 1.000000
164163.531250 2322066.250000 20.137465 331.387939 585.523865 1.000000 1.000000 2.000000 1.000000
164163.437500 2322066.750000 20.137465 330.074249 579.991089 1.000000 1.000000 2.000000 1.000000
164163.343750 2322067.250000 20.137465 328.760529 578.412903 1.000000 1.000000 2.000000 1.000000
164163.265625 2322068.000000 20.137465 327.446838 577.923950 1.000000 1.000000 2.000000 1.000000
164167.437500 2322038.000000 20.137465 326.242859 981.584900 1.000000 1.000000 2.000000 1.000000
164163.171875 2322068.500000 20.137465 326.133148 576.184814 1.000000 1.000000 2.000000 1.000000
164163.078125 2322069.250000 20.137465 324.866516 571.783752 1.000000 1.000000 2.000000 1.000000
164167.343750 2322038.750000 20.137465 324.185089 975.355652 1.000000 1.000000 2.000000 1.000000
164163.000000 2322069.750000 20.137465 323.622711 566.381165 1.000000 1.000000 2.000000 1.000000
164162.906250 2322070.250000 20.137465 322.378876 562.925049 1.000000 1.000000 2.000000 1.000000
164162.828125 2322071.000000 20.137465 321.135071 558.211426 1.000000 1.000000 2.000000 1.000000
164162.750000 2322071.500000 20.137465 319.891235 549.595825 1.000000 1.000000 2.000000 1.000000
164162.656250 2322072.250000 20.137465 318.647430 539.521790 1.000000 1.000000 2.000000 1.000000
164162.500000 2322073.500000 20.137465 318.438873 524.337280 1.000000 1.000000 2.000000 1.000000
164162.312500 2322074.500000 20.137465 318.419769 501.982544 1.000000 1.000000 2.000000 1.000000
164162.406250 2322074.000000 20.137465 317.873322 516.551331 1.000000 1.000000 2.000000 1.000000
164162.578125 2322072.750000 20.137465 317.403625 530.579285 1.000000 1.000000 2.000000 1.000000
164167.265625 2322039.250000 20.137465 310.028168 966.973450 1.000000 1.000000 2.000000 1.000000
164167.843750 2322035.000000 20.137465 283.953857 1026.606079 1.000000 1.000000 2.000000 1.000000
164167.937500 2322034.500000 20.137465 282.373016 1040.056885 1.000000 1.000000 2.000000 1.000000
164168.015625 2322034.000000 20.137465 281.452179 1055.036987 1.000000 1.000000 2.000000 1.000000
164168.109375 2322033.250000 20.137465 281.095428 1070.032227 1.000000 1.000000 2.000000 1.000000
164168.187500 2322032.750000 20.137465 280.738647 1085.408203 1.000000 1.000000 2.000000 1.000000
164168.281250 2322032.000000 20.137465 280.381897 1101.702148 1.000000 1.000000 2.000000 1.000000
164168.359375 2322031.500000 20.137465 280.025116 1118.844604 1.000000 1.000000 2.000000 1.000000
164168.437500 2322031.000000 20.137465 279.668365 1135.538208 1.000000 1.000000 2.000000 1.000000
164168.531250 2322030.250000 20.137465 279.311615 1150.399170 1.000000 1.000000 2.000000 1.000000
164166.906250 2322042.250000 20.137465 278.967987 906.772583 1.000000 1.000000 2.000000 1.000000
164168.609375 2322029.750000 20.137465 278.954834 1164.055542 1.000000 1.000000 2.000000 5.000000
164167.187500 2322039.750000 20.137465 275.524414 956.386536 1.000000 1.000000 2.000000 1.000000
164166.984375 2322041.750000 20.137465 275.110474 920.897278 1.000000 1.000000 2.000000 1.000000
164167.125000 2322040.500000 20.137465 241.020660 945.310181 1.000000 1.000000 2.000000 1.000000
164167.046875 2322041.000000 20.137465 228.357590 933.559692 1.000000 1.000000 2.000000 1.000000
