X Y Z mgl vp cluster_5 cluster_6 cluster_6homog cluster_7
164166.765625 2322290.250000 -1.075215 174.034042 789.566223 1.000000 1.000000 2.000000 1.000000
164164.171875 2322271.000000 -1.075215 173.456177 949.620361 1.000000 1.000000 2.000000 1.000000
164166.828125 2322290.750000 -1.075215 173.099945 785.409302 1.000000 1.000000 2.000000 1.000000
164164.109375 2322270.500000 -1.075215 171.873383 938.329285 1.000000 1.000000 2.000000 1.000000
164164.031250 2322269.750000 -1.075215 170.243164 926.928345 1.000000 1.000000 2.000000 1.000000
164163.953125 2322269.250000 -1.075215 168.612930 916.412537 1.000000 1.000000 2.000000 1.000000
164163.875000 2322268.750000 -1.075215 166.982697 907.621643 1.000000 1.000000 2.000000 1.000000
164163.562500 2322266.250000 -1.075215 166.313309 887.305725 1.000000 1.000000 2.000000 1.000000
164163.640625 2322267.000000 -1.075215 158.290955 890.574768 1.000000 1.000000 2.000000 1.000000
164163.718750 2322267.500000 -1.075215 154.392883 894.906799 1.000000 1.000000 2.000000 1.000000
164163.796875 2322268.000000 -1.075215 151.449341 900.452576 1.000000 1.000000 2.000000 1.000000
164156.765625 2322114.000000 -1.681292 561.999451 3207.286621 4.000000 0.000000 0.000000 0.000000
164156.828125 2322113.250000 -1.681292 561.148804 3217.223877 4.000000 0.000000 0.000000 0.000000
164153.296875 2322164.500000 -1.681292 560.119629 2755.402100 4.000000 3.000000 5.000000 0.000000
164156.687500 2322114.500000 -1.681292 557.933105 3197.799561 4.000000 0.000000 0.000000 0.000000
164153.265625 2322164.000000 -1.681292 557.825623 2797.720703 4.000000 0.000000 0.000000 0.000000
164156.625000 2322115.250000 -1.681292 553.866821 3188.357422 4.000000 0.000000 0.000000 0.000000
164156.546875 2322115.750000 -1.681292 549.800537 3178.531738 4.000000 0.000000 0.000000 0.000000
164156.906250 2322112.750000 -1.681292 547.590515 3227.194580 4.000000 0.000000 0.000000 0.000000
164153.312500 2322165.250000 -1.681292 547.443237 2711.929443 4.000000 3.000000 5.000000 0.000000
164156.468750 2322116.500000 -1.681292 545.734253 3168.377441 4.000000 0.000000 0.000000 0.000000
164164.781250 2322056.750000 -1.681292 544.340210 4047.058594 4.000000 0.000000 0.000000 6.000000
164164.687500 2322057.250000 -1.681292 543.944092 4023.983643 4.000000 0.000000 0.000000 6.000000
164164.875000 2322056.000000 -1.681292 543.476990 4066.344727 4.000000 0.000000 0.000000 6.000000
164164.593750 2322057.750000 -1.681292 543.283936 3997.730957 4.000000 0.000000 0.000000 6.000000
164153.250000 2322163.250000 -1.681292 543.048645 2839.074219 4.000000 0.000000 0.000000 0.000000
164164.500000 2322058.500000 -1.681292 542.623718 3968.737793 4.000000 0.000000 0.000000 6.000000
164164.968750 2322055.500000 -1.681292 542.613831 4081.634766 4.000000 0.000000 0.000000 6.000000
164165.750000 2322050.500000 -1.681292 541.971069 4065.232666 4.000000 0.000000 0.000000 6.000000
164164.406250 2322059.000000 -1.681292 541.944397 3937.233398 4.000000 0.000000 0.000000 6.000000
164165.062500 2322055.000000 -1.681292 541.750671 4093.422852 4.000000 0.000000 0.000000 6.000000
164156.406250 2322117.000000 -1.681292 541.667969 3158.345215 4.000000 0.000000 0.000000 0.000000
164165.656250 2322051.250000 -1.681292 541.493530 4080.965820 4.000000 0.000000 0.000000 6.000000
164164.343750 2322059.750000 -1.681292 541.180481 3903.030518 4.000000 0.000000 0.000000 6.000000
164165.546875 2322051.750000 -1.681292 541.015930 4093.736084 4.000000 0.000000 0.000000 6.000000
164165.156250 2322054.250000 -1.681292 540.887512 4101.819336 4.000000 0.000000 0.000000 6.000000
164165.453125 2322052.500000 -1.681292 540.538330 4102.633301 4.000000 0.000000 0.000000 6.000000
164164.281250 2322060.250000 -1.681292 540.416565 3866.375732 4.000000 0.000000 0.000000 6.000000
164165.343750 2322053.000000 -1.681292 540.060730 4106.804199 4.000000 0.000000 0.000000 6.000000
164165.250000 2322053.750000 -1.681292 539.964539 4106.406738 4.000000 0.000000 0.000000 6.000000
164164.218750 2322060.750000 -1.681292 539.652649 3828.253662 4.000000 0.000000 0.000000 6.000000
164164.156250 2322061.500000 -1.681292 538.888733 3789.152588 4.000000 0.000000 0.000000 6.000000
164164.093750 2322062.000000 -1.681292 538.124878 3750.119141 4.000000 0.000000 0.000000 6.000000
164156.328125 2322117.500000 -1.681292 537.601685 3148.580811 4.000000 0.000000 0.000000 0.000000
164164.015625 2322062.500000 -1.681292 537.360962 3711.455566 4.000000 0.000000 0.000000 6.000000
164163.953125 2322063.250000 -1.681292 536.597046 3672.849121 4.000000 0.000000 0.000000 6.000000
164163.890625 2322063.750000 -1.681292 535.833130 3635.229736 4.000000 0.000000 0.000000 6.000000
164163.796875 2322064.500000 -1.681292 535.159851 3598.970947 4.000000 0.000000 0.000000 6.000000
164153.343750 2322165.750000 -1.681292 534.766785 2666.875244 4.000000 3.000000 5.000000 0.000000
164163.718750 2322065.000000 -1.681292 534.312378 3564.743896 4.000000 0.000000 0.000000 6.000000
164156.265625 2322118.250000 -1.681292 533.411865 3138.836426 4.000000 0.000000 0.000000 0.000000
164163.625000 2322065.500000 -1.681292 532.053162 3532.056152 4.000000 0.000000 0.000000 6.000000
164156.984375 2322112.250000 -1.681292 530.207520 3236.664551 4.000000 0.000000 0.000000 0.000000
164163.531250 2322066.250000 -1.681292 529.794006 3500.165527 4.000000 0.000000 0.000000 6.000000
164156.203125 2322118.750000 -1.681292 528.323975 3128.883545 4.000000 0.000000 0.000000 0.000000
164153.218750 2322162.750000 -1.681292 528.271606 2880.449219 4.000000 0.000000 0.000000 0.000000
164163.437500 2322066.750000 -1.681292 527.534851 3469.555664 4.000000 0.000000 0.000000 6.000000
164163.343750 2322067.250000 -1.681292 525.275696 3440.390137 4.000000 0.000000 0.000000 6.000000
164156.140625 2322119.500000 -1.681292 523.236084 3118.948486 4.000000 0.000000 0.000000 0.000000
164163.265625 2322068.000000 -1.681292 523.016541 3412.444824 4.000000 0.000000 0.000000 6.000000
164153.359375 2322166.250000 -1.681292 522.090393 2620.787842 2.000000 4.000000 3.000000 0.000000
164163.171875 2322068.500000 -1.681292 520.757324 3385.449951 4.000000 0.000000 0.000000 6.000000
164156.078125 2322120.000000 -1.681292 518.148193 3109.279541 4.000000 0.000000 0.000000 0.000000
164163.078125 2322069.250000 -1.681292 516.476685 3359.427002 4.000000 0.000000 0.000000 0.000000
164156.015625 2322120.500000 -1.681292 513.700745 3099.802734 4.000000 0.000000 0.000000 0.000000
164153.203125 2322162.250000 -1.681292 513.541260 2920.152832 4.000000 0.000000 0.000000 0.000000
164157.062500 2322111.500000 -1.681292 512.824524 3245.465088 4.000000 0.000000 0.000000 0.000000
164163.000000 2322069.750000 -1.681292 511.922943 3334.768799 4.000000 0.000000 0.000000 0.000000
164155.953125 2322121.250000 -1.681292 509.474091 3090.518311 4.000000 0.000000 0.000000 0.000000
164153.390625 2322167.000000 -1.681292 509.413971 2574.528076 2.000000 4.000000 3.000000 0.000000
164162.906250 2322070.250000 -1.681292 507.369202 3311.793701 4.000000 0.000000 0.000000 0.000000
164155.890625 2322121.750000 -1.681292 505.247437 3081.603516 4.000000 0.000000 0.000000 0.000000
164162.828125 2322071.000000 -1.681292 502.815460 3290.402344 4.000000 0.000000 0.000000 0.000000
164155.828125 2322122.250000 -1.681292 500.940613 3073.502930 4.000000 0.000000 0.000000 0.000000
164153.187500 2322161.500000 -1.681292 499.028412 2955.561523 4.000000 0.000000 0.000000 0.000000
164162.750000 2322071.500000 -1.681292 498.261719 3270.503662 4.000000 0.000000 0.000000 0.000000
164157.140625 2322111.000000 -1.681292 495.441559 3254.051025 4.000000 0.000000 0.000000 0.000000
164155.765625 2322123.000000 -1.681292 494.764465 3066.421875 4.000000 0.000000 0.000000 0.000000
164162.656250 2322072.250000 -1.681292 493.707977 3252.237549 4.000000 0.000000 0.000000 0.000000
164162.578125 2322072.750000 -1.681292 489.154236 3235.802734 4.000000 0.000000 0.000000 0.000000
164153.421875 2322167.500000 -1.681292 486.994202 2526.721680 2.000000 4.000000 3.000000 0.000000
164162.500000 2322073.500000 -1.681292 484.600494 3221.380371 4.000000 0.000000 0.000000 0.000000
164153.156250 2322161.000000 -1.681292 484.515533 2987.032959 4.000000 0.000000 0.000000 0.000000
164162.406250 2322074.000000 -1.681292 480.197540 3208.895264 4.000000 0.000000 0.000000 0.000000
164157.218750 2322110.500000 -1.681292 478.504303 3262.893311 4.000000 0.000000 0.000000 0.000000
164155.765625 2322123.500000 -1.681292 477.806549 3060.298828 4.000000 0.000000 0.000000 0.000000
164162.312500 2322074.500000 -1.681292 475.436981 3197.789551 4.000000 0.000000 0.000000 0.000000
164153.140625 2322160.250000 -1.681292 474.987579 3016.139404 4.000000 0.000000 0.000000 0.000000
164162.218750 2322075.250000 -1.681292 470.676422 3187.926270 4.000000 0.000000 0.000000 0.000000
164162.125000 2322075.750000 -1.681292 465.915894 3179.624023 4.000000 0.000000 0.000000 0.000000
164153.062500 2322156.250000 -1.681292 463.989349 3143.119629 4.000000 0.000000 0.000000 0.000000
164157.296875 2322109.750000 -1.681292 462.677399 3271.757568 4.000000 0.000000 0.000000 0.000000
164153.125000 2322159.750000 -1.681292 462.271393 3043.672852 4.000000 0.000000 0.000000 0.000000
164162.031250 2322076.500000 -1.681292 461.155334 3172.863281 4.000000 0.000000 0.000000 0.000000
164155.765625 2322124.000000 -1.681292 457.719879 3055.218018 4.000000 0.000000 0.000000 0.000000
164161.937500 2322077.000000 -1.681292 456.394806 3167.314209 4.000000 0.000000 0.000000 0.000000
164157.375000 2322109.250000 -1.681292 452.208405 3280.451904 4.000000 0.000000 0.000000 0.000000
164161.843750 2322077.500000 -1.681292 451.634247 3162.833496 4.000000 0.000000 0.000000 0.000000
164157.453125 2322108.750000 -1.681292 450.310547 3289.049316 4.000000 0.000000 0.000000 0.000000
164153.109375 2322159.250000 -1.681292 449.555206 3068.339600 4.000000 0.000000 0.000000 0.000000
164157.531250 2322108.000000 -1.681292 448.732971 3297.816895 4.000000 0.000000 0.000000 0.000000
164157.609375 2322107.500000 -1.681292 447.704224 3306.893799 4.000000 0.000000 0.000000 0.000000
164161.750000 2322078.250000 -1.681292 446.873688 3159.467285 4.000000 0.000000 0.000000 0.000000
164157.687500 2322107.000000 -1.681292 446.675476 3316.226318 4.000000 0.000000 0.000000 0.000000
164153.453125 2322168.000000 -1.681292 446.272156 2477.466064 2.000000 4.000000 3.000000 0.000000
164157.765625 2322106.250000 -1.681292 442.732391 3326.034912 4.000000 0.000000 0.000000 0.000000
164161.656250 2322078.750000 -1.681292 442.268280 3157.347900 4.000000 0.000000 0.000000 0.000000
164155.765625 2322124.750000 -1.681292 440.887054 3051.286377 4.000000 0.000000 0.000000 0.000000
164161.578125 2322079.500000 -1.681292 438.458191 3155.982910 4.000000 0.000000 0.000000 0.000000
164157.843750 2322105.750000 -1.681292 438.399902 3336.266113 4.000000 0.000000 0.000000 0.000000
164153.093750 2322158.500000 -1.681292 436.838989 3088.653320 4.000000 0.000000 0.000000 0.000000
164161.515625 2322080.000000 -1.681292 434.648132 3155.058350 4.000000 0.000000 0.000000 0.000000
164157.921875 2322105.000000 -1.681292 434.067413 3346.512695 4.000000 0.000000 0.000000 0.000000
164161.437500 2322080.500000 -1.681292 430.838043 3154.838867 4.000000 0.000000 0.000000 0.000000
164158.000000 2322104.500000 -1.681292 429.734924 3356.483398 4.000000 0.000000 0.000000 0.000000
164161.359375 2322081.250000 -1.681292 427.027985 3155.593262 4.000000 0.000000 0.000000 0.000000
164158.062500 2322103.750000 -1.681292 425.402435 3365.991943 4.000000 0.000000 0.000000 0.000000
164153.078125 2322158.000000 -1.681292 424.122803 3104.767578 4.000000 0.000000 0.000000 0.000000
164161.296875 2322081.750000 -1.681292 423.217896 3157.360107 4.000000 0.000000 0.000000 0.000000
164158.140625 2322103.250000 -1.681292 420.341156 3375.117432 4.000000 0.000000 0.000000 0.000000
164161.218750 2322082.500000 -1.681292 419.407806 3159.931641 4.000000 0.000000 0.000000 0.000000
164161.156250 2322083.000000 -1.681292 415.597748 3163.373047 4.000000 0.000000 0.000000 0.000000
164155.765625 2322125.250000 -1.681292 415.295410 3048.612061 4.000000 0.000000 0.000000 0.000000
164161.078125 2322083.500000 -1.681292 412.498016 3167.945312 4.000000 0.000000 0.000000 0.000000
164153.062500 2322157.250000 -1.681292 411.406616 3118.456055 4.000000 0.000000 0.000000 0.000000
164161.000000 2322084.250000 -1.681292 410.623901 3173.633545 4.000000 0.000000 0.000000 0.000000
164158.250000 2322102.750000 -1.681292 409.629547 3383.663330 4.000000 0.000000 0.000000 0.000000
164160.906250 2322084.750000 -1.681292 408.729126 3180.656006 4.000000 0.000000 0.000000 0.000000
164160.812500 2322085.500000 -1.681292 406.834381 3189.214844 4.000000 0.000000 0.000000 0.000000
164153.484375 2322168.750000 -1.681292 405.550140 2426.547363 2.000000 4.000000 3.000000 0.000000
164160.718750 2322086.000000 -1.681292 405.079224 3199.532959 4.000000 0.000000 0.000000 0.000000
164160.640625 2322086.500000 -1.681292 404.627991 3211.645020 4.000000 0.000000 0.000000 0.000000
164160.546875 2322087.250000 -1.681292 404.176788 3225.154541 4.000000 0.000000 0.000000 0.000000
164155.765625 2322126.000000 -1.681292 404.038086 3047.292236 4.000000 0.000000 0.000000 0.000000
164160.453125 2322087.750000 -1.681292 403.725555 3239.933350 4.000000 0.000000 0.000000 0.000000
164160.375000 2322088.500000 -1.681292 403.274323 3256.027100 4.000000 0.000000 0.000000 0.000000
164160.281250 2322089.000000 -1.681292 402.844513 3273.062500 4.000000 0.000000 0.000000 0.000000
164158.343750 2322102.000000 -1.681292 402.581360 3391.220459 4.000000 0.000000 0.000000 0.000000
164160.187500 2322089.500000 -1.681292 402.426056 3290.487061 4.000000 0.000000 0.000000 0.000000
164160.109375 2322090.250000 -1.681292 402.007629 3307.729736 4.000000 0.000000 0.000000 0.000000
164160.015625 2322090.750000 -1.681292 401.589203 3324.396240 4.000000 0.000000 0.000000 0.000000
164159.921875 2322091.250000 -1.681292 401.170746 3340.501953 4.000000 0.000000 0.000000 0.000000
164159.828125 2322092.000000 -1.681292 400.752319 3355.514404 4.000000 0.000000 0.000000 0.000000
164159.750000 2322092.500000 -1.681292 400.333893 3368.851807 4.000000 0.000000 0.000000 0.000000
164159.656250 2322093.000000 -1.681292 399.915436 3380.459961 4.000000 0.000000 0.000000 0.000000
164159.562500 2322093.500000 -1.681292 398.423126 3390.354004 4.000000 0.000000 0.000000 0.000000
164159.484375 2322094.250000 -1.681292 397.379608 3398.705078 4.000000 0.000000 0.000000 0.000000
164159.406250 2322094.750000 -1.681292 396.336060 3405.310791 4.000000 0.000000 0.000000 0.000000
164158.437500 2322101.500000 -1.681292 395.729095 3397.749756 4.000000 0.000000 0.000000 0.000000
164159.328125 2322095.500000 -1.681292 395.292542 3410.098877 4.000000 0.000000 0.000000 0.000000
164159.250000 2322096.000000 -1.681292 394.249023 3413.397949 4.000000 0.000000 0.000000 0.000000
164155.765625 2322126.500000 -1.681292 393.393158 3047.469238 4.000000 0.000000 0.000000 0.000000
164159.171875 2322096.750000 -1.681292 393.205475 3415.375488 4.000000 0.000000 0.000000 0.000000
164159.093750 2322097.250000 -1.681292 392.161957 3416.335449 4.000000 0.000000 0.000000 0.000000
164159.000000 2322098.000000 -1.681292 391.465240 3416.334229 4.000000 0.000000 0.000000 0.000000
164158.531250 2322101.000000 -1.681292 390.968262 3403.158936 4.000000 0.000000 0.000000 0.000000
164158.921875 2322098.500000 -1.681292 389.540802 3415.365723 4.000000 0.000000 0.000000 0.000000
164158.640625 2322100.250000 -1.681292 387.691162 3407.511963 4.000000 0.000000 0.000000 0.000000
164158.828125 2322099.000000 -1.681292 387.449524 3413.578125 4.000000 0.000000 0.000000 0.000000
164158.734375 2322099.750000 -1.681292 385.358246 3410.980469 4.000000 0.000000 0.000000 0.000000
164155.765625 2322127.250000 -1.681292 382.748199 3049.254150 4.000000 0.000000 0.000000 0.000000
164153.062500 2322156.750000 -1.681292 377.780243 3131.175781 4.000000 0.000000 0.000000 0.000000
164155.765625 2322127.750000 -1.681292 372.103241 3052.617188 4.000000 0.000000 0.000000 0.000000
164153.515625 2322169.250000 -1.681292 364.828094 2373.001953 2.000000 4.000000 3.000000 5.000000
164155.765625 2322128.250000 -1.681292 363.762787 3057.713379 4.000000 0.000000 0.000000 0.000000
164155.734375 2322129.000000 -1.681292 356.893860 3064.559326 4.000000 0.000000 0.000000 0.000000
164155.718750 2322129.500000 -1.681292 350.024963 3073.089355 4.000000 0.000000 0.000000 0.000000
164153.078125 2322155.500000 -1.681292 346.347626 3153.825928 4.000000 0.000000 0.000000 0.000000
164155.687500 2322130.000000 -1.681292 343.156036 3083.423584 4.000000 0.000000 0.000000 0.000000
164155.062500 2322135.500000 -1.681292 342.198059 3227.518311 4.000000 0.000000 0.000000 0.000000
164153.078125 2322155.000000 -1.681292 339.681671 3162.811035 4.000000 0.000000 0.000000 0.000000
164154.953125 2322136.000000 -1.681292 339.558411 3243.918457 4.000000 0.000000 0.000000 0.000000
164155.187500 2322134.750000 -1.681292 337.323578 3209.906250 4.000000 0.000000 0.000000 0.000000
164155.671875 2322130.750000 -1.681292 335.768677 3095.335205 4.000000 0.000000 0.000000 0.000000
164154.828125 2322136.750000 -1.681292 334.553070 3259.469727 4.000000 0.000000 0.000000 0.000000
164153.078125 2322154.500000 -1.681292 333.015686 3170.392822 4.000000 0.000000 0.000000 0.000000
164153.500000 2322146.000000 -1.681292 330.101593 3310.856201 4.000000 0.000000 0.000000 0.000000
164155.312500 2322134.250000 -1.681292 329.552002 3191.605713 4.000000 0.000000 0.000000 0.000000
164153.593750 2322145.500000 -1.681292 328.875092 3320.359131 4.000000 0.000000 0.000000 0.000000
164153.406250 2322146.750000 -1.681292 326.562164 3300.293945 4.000000 0.000000 0.000000 0.000000
164153.093750 2322153.750000 -1.681292 326.349731 3177.758545 4.000000 0.000000 0.000000 0.000000
164154.703125 2322137.250000 -1.681292 325.901123 3274.431152 4.000000 0.000000 0.000000 0.000000
164155.656250 2322131.250000 -1.681292 324.921936 3108.949951 4.000000 0.000000 0.000000 0.000000
164153.312500 2322147.250000 -1.681292 323.022736 3289.073730 4.000000 0.000000 0.000000 0.000000
164153.687500 2322145.000000 -1.681292 320.481689 3328.603516 4.000000 0.000000 0.000000 0.000000
164153.093750 2322153.250000 -1.681292 319.683777 3185.773682 4.000000 0.000000 0.000000 0.000000
164155.437500 2322133.750000 -1.681292 319.345093 3173.822754 4.000000 0.000000 0.000000 0.000000
164153.546875 2322170.000000 -1.681292 319.117981 2318.213135 2.000000 4.000000 3.000000 5.000000
164154.593750 2322137.750000 -1.681292 317.192383 3288.726562 4.000000 0.000000 0.000000 0.000000
164153.265625 2322148.000000 -1.681292 315.595978 3277.524170 4.000000 0.000000 0.000000 0.000000
164155.625000 2322132.000000 -1.681292 314.075195 3124.118896 4.000000 0.000000 0.000000 0.000000
164155.609375 2322132.500000 -1.681292 313.225861 3140.124023 4.000000 0.000000 0.000000 0.000000
164153.109375 2322152.750000 -1.681292 313.017792 3194.535156 4.000000 0.000000 0.000000 0.000000
164155.546875 2322133.000000 -1.681292 312.413025 3156.686279 4.000000 0.000000 0.000000 0.000000
164153.781250 2322144.250000 -1.681292 312.088287 3335.522461 4.000000 0.000000 0.000000 0.000000
164154.531250 2322138.500000 -1.681292 307.970520 3301.720703 4.000000 0.000000 0.000000 0.000000
164176.265625 2322367.500000 -1.681292 307.750793 1279.670898 1.000000 1.000000 2.000000 5.000000
164176.156250 2322367.000000 -1.681292 307.739746 1285.948853 1.000000 1.000000 2.000000 5.000000
164176.062500 2322366.250000 -1.681292 307.478363 1292.103638 1.000000 1.000000 2.000000 5.000000
164153.875000 2322143.750000 -1.681292 307.310760 3341.046875 4.000000 0.000000 0.000000 0.000000
164153.125000 2322152.250000 -1.681292 307.267670 3203.578125 4.000000 0.000000 0.000000 0.000000
164175.953125 2322365.500000 -1.681292 307.186890 1297.864868 1.000000 1.000000 2.000000 5.000000
164175.859375 2322365.000000 -1.681292 306.895416 1303.254395 1.000000 1.000000 2.000000 5.000000
164175.781250 2322364.250000 -1.681292 306.676483 1308.060913 1.000000 1.000000 2.000000 5.000000
164175.703125 2322363.500000 -1.681292 306.497681 1312.501953 1.000000 1.000000 2.000000 5.000000
164175.640625 2322363.000000 -1.681292 306.318909 1316.718750 1.000000 1.000000 2.000000 5.000000
164175.578125 2322362.250000 -1.681292 306.140137 1320.308594 1.000000 1.000000 2.000000 5.000000
164175.515625 2322361.750000 -1.681292 305.961334 1323.484375 1.000000 1.000000 2.000000 5.000000
164175.437500 2322361.000000 -1.681292 305.782562 1326.633057 1.000000 1.000000 2.000000 5.000000
164175.375000 2322360.250000 -1.681292 305.602051 1329.899414 1.000000 1.000000 2.000000 5.000000
164153.250000 2322148.500000 -1.681292 305.458099 3265.784180 4.000000 0.000000 0.000000 0.000000
164175.312500 2322359.750000 -1.681292 305.421173 1333.508179 1.000000 1.000000 2.000000 5.000000
164153.968750 2322143.250000 -1.681292 304.620087 3344.651855 4.000000 0.000000 0.000000 0.000000
164175.234375 2322359.000000 -1.681292 303.617981 1337.134033 1.000000 1.000000 2.000000 5.000000
164153.140625 2322151.500000 -1.681292 302.048492 3212.612305 4.000000 0.000000 0.000000 0.000000
164154.062500 2322142.500000 -1.681292 301.568878 3345.806152 4.000000 0.000000 0.000000 0.000000
164175.156250 2322358.500000 -1.681292 301.341492 1340.631714 1.000000 1.000000 2.000000 5.000000
164175.078125 2322358.000000 -1.681292 299.065033 1343.852905 1.000000 1.000000 2.000000 5.000000
164154.468750 2322139.000000 -1.681292 298.748688 3313.143311 4.000000 0.000000 0.000000 0.000000
164153.156250 2322151.000000 -1.681292 297.188782 3221.853027 4.000000 0.000000 0.000000 0.000000
164175.000000 2322357.500000 -1.681292 296.788574 1346.683716 1.000000 1.000000 2.000000 5.000000
164154.125000 2322142.000000 -1.681292 296.560913 3344.685303 4.000000 0.000000 0.000000 0.000000
164153.218750 2322149.000000 -1.681292 295.320251 3254.011230 4.000000 0.000000 0.000000 0.000000
164174.906250 2322357.000000 -1.681292 294.512085 1349.117065 1.000000 1.000000 2.000000 5.000000
164153.187500 2322150.250000 -1.681292 292.329041 3231.773926 4.000000 0.000000 0.000000 0.000000
164174.828125 2322356.500000 -1.681292 292.235626 1351.130127 1.000000 1.000000 2.000000 5.000000
164154.187500 2322141.500000 -1.681292 291.552948 3341.730225 4.000000 0.000000 0.000000 0.000000
164174.671875 2322355.250000 -1.681292 291.012604 1352.354614 1.000000 1.000000 2.000000 5.000000
164174.593750 2322354.750000 -1.681292 290.850861 1350.158936 1.000000 1.000000 2.000000 5.000000
164174.750000 2322355.750000 -1.681292 290.666229 1352.428589 1.000000 1.000000 2.000000 5.000000
164154.390625 2322139.500000 -1.681292 289.526825 3323.023682 4.000000 0.000000 0.000000 0.000000
164153.203125 2322149.750000 -1.681292 287.469299 3242.541016 4.000000 0.000000 0.000000 0.000000
164174.562500 2322354.250000 -1.681292 287.380096 1345.596802 1.000000 1.000000 2.000000 5.000000
164154.265625 2322140.750000 -1.681292 286.544983 3337.307129 4.000000 0.000000 0.000000 0.000000
164174.531250 2322353.750000 -1.681292 284.116882 1338.704102 1.000000 1.000000 2.000000 5.000000
164174.500000 2322353.250000 -1.681292 283.370392 1329.998413 1.000000 1.000000 2.000000 5.000000
164174.468750 2322352.500000 -1.681292 282.623901 1319.137817 1.000000 1.000000 2.000000 5.000000
164174.437500 2322352.000000 -1.681292 281.877411 1305.457275 1.000000 1.000000 2.000000 5.000000
164154.328125 2322140.250000 -1.681292 281.537018 3331.153564 4.000000 0.000000 0.000000 0.000000
164174.406250 2322351.500000 -1.681292 281.130920 1288.802612 1.000000 1.000000 2.000000 5.000000
164174.390625 2322351.000000 -1.681292 280.384460 1269.649414 1.000000 1.000000 2.000000 5.000000
164174.359375 2322350.500000 -1.681292 279.637970 1249.274902 1.000000 1.000000 2.000000 5.000000
164174.265625 2322349.750000 -1.681292 277.200836 1228.238159 1.000000 1.000000 2.000000 5.000000
164174.171875 2322349.250000 -1.681292 274.528442 1206.708252 1.000000 1.000000 2.000000 5.000000
164153.578125 2322170.500000 -1.681292 272.483276 2263.773682 2.000000 4.000000 3.000000 5.000000
164174.078125 2322348.500000 -1.681292 271.856018 1185.057251 1.000000 1.000000 2.000000 5.000000
164173.984375 2322348.000000 -1.681292 269.183624 1163.630127 1.000000 1.000000 2.000000 1.000000
164153.781250 2322177.000000 -1.681292 267.963470 1745.875244 2.000000 4.000000 3.000000 5.000000
164153.890625 2322179.500000 -1.681292 267.947266 1613.520630 2.000000 4.000000 3.000000 5.000000
164153.906250 2322180.000000 -1.681292 267.367371 1587.678589 2.000000 4.000000 3.000000 5.000000
164153.765625 2322176.500000 -1.681292 267.043884 1784.164307 2.000000 4.000000 3.000000 5.000000
164173.593750 2322345.500000 -1.681292 266.625732 1092.806152 1.000000 1.000000 2.000000 1.000000
164173.875000 2322347.250000 -1.681292 266.511200 1143.154053 1.000000 1.000000 2.000000 1.000000
164153.812500 2322177.750000 -1.681292 266.451904 1709.438721 2.000000 4.000000 3.000000 5.000000
164173.515625 2322345.000000 -1.681292 266.444550 1079.217163 1.000000 1.000000 2.000000 1.000000
164153.750000 2322176.000000 -1.681292 266.150299 1824.888184 2.000000 4.000000 3.000000 5.000000
164173.687500 2322346.000000 -1.681292 266.122437 1107.655273 1.000000 1.000000 2.000000 1.000000
164155.156250 2322208.000000 -1.681292 266.064636 1639.472778 2.000000 4.000000 3.000000 5.000000
164153.937500 2322180.500000 -1.681292 266.019440 1566.528564 2.000000 4.000000 3.000000 5.000000
164153.859375 2322178.750000 -1.681292 265.982483 1643.479614 2.000000 4.000000 3.000000 5.000000
164173.437500 2322344.250000 -1.681292 265.848297 1066.644897 1.000000 1.000000 2.000000 1.000000
164155.109375 2322207.500000 -1.681292 265.733826 1641.917480 2.000000 4.000000 3.000000 5.000000
164173.781250 2322346.750000 -1.681292 265.619141 1124.343994 1.000000 1.000000 2.000000 1.000000
164153.734375 2322175.250000 -1.681292 265.256714 1866.879150 2.000000 4.000000 3.000000 5.000000
164155.203125 2322208.750000 -1.681292 264.944824 1635.412354 2.000000 4.000000 3.000000 5.000000
164153.968750 2322181.250000 -1.681292 264.671509 1548.750122 2.000000 4.000000 3.000000 5.000000
164153.828125 2322178.250000 -1.681292 264.631104 1675.454102 2.000000 4.000000 3.000000 5.000000
164155.046875 2322207.000000 -1.681292 264.593292 1641.784424 2.000000 4.000000 3.000000 5.000000
164173.359375 2322343.750000 -1.681292 264.452240 1055.463989 1.000000 1.000000 2.000000 1.000000
164153.734375 2322174.750000 -1.681292 264.363129 1910.328369 2.000000 4.000000 3.000000 5.000000
164155.015625 2322206.250000 -1.681292 263.967987 1639.506714 2.000000 4.000000 3.000000 5.000000
164155.250000 2322209.250000 -1.681292 263.824982 1630.726196 2.000000 4.000000 3.000000 5.000000
164155.000000 2322205.750000 -1.681292 263.653717 1636.451416 2.000000 4.000000 3.000000 5.000000
164153.718750 2322174.250000 -1.681292 263.469513 1955.661621 2.000000 4.000000 3.000000 5.000000
164153.984375 2322181.750000 -1.681292 263.323578 1533.147339 2.000000 4.000000 3.000000 5.000000
164154.984375 2322205.250000 -1.681292 263.012665 1631.598022 2.000000 4.000000 3.000000 5.000000
164155.296875 2322210.000000 -1.681292 262.705170 1624.962646 2.000000 4.000000 3.000000 5.000000
164153.703125 2322173.500000 -1.681292 262.575928 2002.341064 2.000000 4.000000 3.000000 5.000000
164154.015625 2322182.250000 -1.681292 262.058838 1520.979248 2.000000 4.000000 3.000000 5.000000
